home_team,away_team,model_home_prob,market_home_prob,home_diff,model_draw_prob,market_draw_prob,draw_diff,model_away_prob,market_away_prob,away_diff,abs_diff
Portugal,Uzbekistan,0.8328125235891014,0.7578253706754531,0.07498715291364833,0.1253982423740724,0.15914332784184515,-0.033745085467772745,0.0417892340368262,0.08303130148270182,-0.04124206744587562,0.1499743058272967
New Zealand,Belgium,0.0463465404106235,0.0865198918501352,-0.0401733514395117,0.1370307680330471,0.16994978756276555,-0.03291901952971846,0.8166226915563293,0.7435303205870993,0.07309237096922994,0.1461847419384601
Jordan,Argentina,0.0332300918223316,0.06242369984536501,-0.02919360802303341,0.1029343947590905,0.14405469195084236,-0.041120297191751864,0.8638355134185778,0.7935216082037927,0.07031390521478509,0.14062781042957037
Turkey,Paraguay,0.4510721624741737,0.4945968412302577,-0.04352467875608401,0.2541268946202169,0.2793017456359102,-0.025174851015693278,0.2948009429056092,0.22610141313383206,0.06869952977177715,0.13739905954355444
Belgium,Iran,0.7376617581261574,0.670219700164871,0.06744205796128644,0.1772096671972677,0.20543690809401483,-0.028227240896747136,0.0851285746765747,0.12434339174111422,-0.039214817064539526,0.1348841159225731
Jordan,Algeria,0.1928796886537425,0.14084568966464786,0.05203399898909464,0.232103659145436,0.22109497796194724,0.011008681183488744,0.5750166522008214,0.6380593323734048,-0.06304268017258341,0.1260853603451668
England,Croatia,0.4923326302259229,0.5417607223476297,-0.049428092121706846,0.2487674985985697,0.2618510158013544,-0.013083517202784695,0.2588998711755074,0.1963882618510158,0.0625116093244916,0.12502321864898314
Mexico,South Korea,0.4510721624741737,0.4839168801594079,-0.032844717685234226,0.2541268946202169,0.27896384856248224,-0.024836953942265316,0.2948009429056092,0.2371192712781099,0.05768167162749932,0.11536334325499886
Netherlands,Japan,0.4923326302259229,0.4473684210526316,0.0449642091732913,0.2487674985985697,0.27631578947368424,-0.02754829087511454,0.2588998711755074,0.27631578947368424,-0.017415918298176847,0.08992841834658269
Spain,Saudi Arabia,0.8147564413116778,0.8552531549338603,-0.040496713622182545,0.1383679079727034,0.10643150372510263,0.031936404247600775,0.0468756507156186,0.038315341341036945,0.008560309374581652,0.08099342724436498
Sweden,Tunisia,0.5062989540592835,0.494321744583014,0.011977209476269512,0.24649831355258,0.2861074339859263,-0.0396091204333463,0.2472027323881364,0.2195708214310597,0.027631910957076705,0.07921824086669252
Iran,New Zealand,0.4923326302259229,0.4896070589501247,0.0027255712757982,0.2487674985985697,0.2877383023368425,-0.0389708037382728,0.2588998711755074,0.22265463871303287,0.03624523246247452,0.07794160747654552
Colombia,Portugal,0.2703948084055406,0.2672872340425532,0.0031075743629873642,0.2507398323401557,0.28723404255319146,-0.03649421021303578,0.4788653592543037,0.4454787234042553,0.03338663585004836,0.07298842042607151
Tunisia,Japan,0.1829405349792436,0.17954282407407407,0.003397710905169521,0.2286983304590461,0.2607060185185185,-0.03200768805947238,0.5883611345617102,0.5597511574074074,0.0286099771543028,0.0640153761189447
New Zealand,Egypt,0.2034226188794174,0.18289224952741018,0.02053036935200722,0.2354359603110685,0.26417769376181477,-0.028741733450746265,0.561141420809514,0.5529300567107751,0.008211364098738905,0.05748346690149239
Austria,Jordan,0.7435740970635032,0.7149911119889394,0.028582985074563805,0.1746531321906337,0.17776022121271973,-0.0031070890220860348,0.0817727707458631,0.1072486667983409,-0.025475896052477798,0.05716597014912764
Brazil,Haiti,0.8522632962522305,0.8705024042447355,-0.018239107992504944,0.1113417256836904,0.0911954899684961,0.020146235715194305,0.036394978064079,0.03830210578676836,-0.0019071277226893613,0.04029247143038861
Germany,Ivory Coast,0.6289101318137678,0.6129597197898423,0.015950412023925442,0.2171514212295703,0.2276707530647986,-0.010519331835228296,0.1539384469566619,0.159369527145359,-0.005431080188697118,0.031900824047850856
Ecuador,Germany,0.1928796886537425,0.1877777777777778,0.005101910875964705,0.232103659145436,0.24555555555555555,-0.013451896410119568,0.5750166522008214,0.5666666666666667,0.00834998553415478,0.026903792820239053
Netherlands,Sweden,0.5750166522008214,0.5783548587609643,-0.0033382065601428312,0.232103659145436,0.24159127011533946,-0.00948761096990347,0.1928796886537425,0.18005387112369642,0.01282581753004608,0.02565163506009238
Spain,Cape Verde,0.8551984170549882,0.8605059429591043,-0.005307525904116095,0.1092125613633944,0.09796529196765189,0.011247269395742512,0.0355890215816174,0.04152876507324373,-0.005939743491626334,0.02249453879148494
France,Iraq,0.8551984170549882,0.8611468663318768,-0.005948449276888534,0.1092125613633944,0.10061821280298772,0.008594348560406681,0.0355890215816174,0.03823492086513534,-0.0026458992835179385,0.017188697120813154
France,Senegal,0.6419326806040975,0.6386964914272737,0.0032361891768237783,0.2130609233548059,0.2100601794027478,0.003000743952058099,0.1450063960410964,0.15124332916997843,-0.006236933128882016,0.012473866257763894
